0|0.624338043756
1|0.341005308925
2|0.252655879813
3|0.476147249061
4|0.464433186805
5|0.837342232477
6|1.15094695701
7|0.896841237328
8|0.54736923511
9|0.712980455792
10|0.36568584358
11|0.104497333168
12|0.0365143479232
13|0.0887567801754
14|0.135932860711
15|0.025002904884
16|0.077233130039
17|0.0673486049704
18|0.0684354321236
19|0.0553289199218
20|0.0343202294514
21|0.0235440461523
22|0.0111607942471
23|0.0150889676587
24|0.00764807217071
25|0.00473558818784
26|0.00241828516318
27|0.00173501591496
28|0.00146137662528
29|0.00382802564841
30|0.0040360195574
31|0.00239299484532
32|0.00247036565696
33|0.0038029016819
34|0.00358000842322
35|0.00478878914332
36|0.00233089370232
37|0.00374359983819
38|0.00388987404989
39|0.0010638531044
40|0.00212545300828
41|0.000365461307835
42|0.000434486919596
43|0.000466082862636
44|0.000279292417955
45|0.000207270587363
46|0.000299132336171
47|0.000204444188783
48|0.000190635608567
49|0.000145651023146
50|0.000116971818636
51|0.000157081626735
52|0.000101749582697
53|0.000142619573529
54|0.000121625146963
55|0.000130630341526
56|0.000120062149391
57|0.000102645662546
58|0.000103001657383
59|0.000109484631512
60|0.000103837481819
61|9.33423368668e-05
62|9.08281571552e-05
63|8.04741196448e-05
64|7.97053948047e-05
65|8.63469202884e-05
66|8.2487114523e-05
67|8.42687787824e-05
68|8.60503606505e-05
69|8.37985731844e-05
70|6.31983924625e-05
71|7.57713338224e-05
72|8.85145024911e-05
73|8.02637268437e-05
74|8.30752383492e-05
75|8.88538481391e-05
76|8.56605105417e-05
77|0.000108725693346
78|0.000103502297429
79|9.13711978552e-05
80|9.27862374034e-05
81|9.73117506513e-05
82|0.000102648547139
83|9.67978989306e-05
84|9.391943091e-05
85|9.36162845488e-05
86|9.1053220623e-05
87|9.08133753827e-05
88|9.05203974919e-05
89|8.82658406964e-05
90|8.24083686393e-05
91|6.90334986004e-05
92|5.89891548625e-05
93|5.10874059526e-05
94|4.38336892261e-05
95|4.28151458686e-05
96|3.032045252e-05
97|3.72372837887e-05
98|5.18809644075e-05
99|5.13140745613e-05
100|3.90558117932e-05
101|4.40744930267e-05
102|6.29562620053e-05
103|4.35542172461e-05
104|5.03492504999e-05
105|3.8244641859e-05
106|3.69421034391e-05
107|2.24525526431e-05
108|2.02704536971e-05
109|1.08401310566e-05
110|8.89134056476e-06
111|7.28615270631e-06
112|5.96572525559e-06
113|4.88084494458e-06
114|3.99046703245e-06
115|3.2604464578e-06
116|2.66244345004e-06
117|2.17298565334e-06
118|1.77266892622e-06
119|1.4454797282e-06
120|1.17822315704e-06
121|9.60042080888e-07
