0|0.112599153305
1|0.109467644012
2|0.0637462761571
3|0.0957210879109
4|0.0709049853238
5|0.0693789837643
6|0.0663323966236
7|0.05127145958
8|0.0505246525986
9|0.0509875390785
10|0.0391104302067
11|0.0423001303118
12|0.0326090831431
13|0.0237584319834
14|0.0170194249544
15|0.0138188289343
16|0.0142825959776
17|0.0155271736185
18|0.0138954813562
19|0.00939450811228
20|0.00992518936665
21|0.00720302946924
22|0.00575531174325
23|0.00525109593585
24|0.00389449913274
25|0.00359908049442
26|0.00268657878795
27|0.00252237252905
28|0.0023416332876
29|0.000902652136119
30|0.000967295965288
31|0.00148227033379
32|0.000576774892482
33|0.000721104697162
34|0.00185483566766
35|0.00155645508481
36|0.00155313435832
37|0.00111180062933
38|0.00134094908937
39|0.00103844224413
40|0.000773112731491
41|4.71004049573e-05
